Company number, Job Title, Industry, Main Company Interest, Country,Country Region,Channel Group (Inbound),Device Category, Num of Employees, Signup Timestamp Date, Conversion to Mql Timestamp Date, First Demo Date Date, Conversion to Paid Timestamp Date, Arr At Conversion
3131,Owner,foodBeverages,general,United States of America,NorthAmerica,organic,PC,40,04/06/2024,04/06/2024,,05/06/2024,708
3132,Manager of Guest Services,education,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,04/06/2024,,,,
3133,Medical Office Assistant,healthcare,scheduling,Canada,NorthAmerica,cpc-google,PC,40,04/06/2024,,,,
3134,Train driver,transportation,scheduling,Australia,APAC,cpc-google_pmax,Mobile,20,04/06/2024,,,,
3135,Owner,education,general,United States of America,NorthAmerica,cpc-pmp,Mobile,20,04/06/2024,,05/06/2024,,
3136,CS Team Lead,entertainment,scheduling,North Macedonia,Europe,cpc-google,PC,350,04/06/2024,,,,
3137,Project Engineer,construction,general,United States of America,NorthAmerica,cpc-google,PC,350,04/06/2024,,,,
3138,Personal Assistant,manufacturing,taskManagement,United Kingdom,Europe,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3139,Coach,education,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,04/06/2024,,,
3140,Director,construction,timeClock,United Kingdom,Europe,organic,PC,40,04/06/2024,04/06/2024,,02/07/2024,420
3141,Office Manager,construction,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,04/06/2024,04/06/2024,,04/06/2024,708
3142,Stagiaire,other,timeTracking,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3143,Owner,transportation,timeClock,United States of America,NorthAmerica,direct,PC,75,04/06/2024,04/06/2024,04/06/2024,,
3144,Pujari,foodBeverages,scheduling,United Kingdom,Europe,cpc-google,Mobile,75,04/06/2024,,,,
3145,Franchisee,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,75,04/06/2024,,,,
3146,Hospital Administrator / Facilities Liaison,healthcare,schedule,United States of America,NorthAmerica,direct,PC,40,04/06/2024,04/06/2024,,20/06/2024,858
3147,SECRETARY,construction,timeTracking,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,20/09/2024,"1,224"
3148,Instructor,education,scheduling,Canada,NorthAmerica,cpc-google_pmax,PC,20,04/06/2024,,,,
3149,IT Officer,other,general,Philippines,APAC,cpc-google,PC,75,04/06/2024,,,,
3150,General manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,40,04/06/2024,,,,
3151,manager,healthcare,checklists,"Taiwan, Province of China",APAC,cpc-google,PC,20,04/06/2024,,,,
3152,GM,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,,,,
3153,Director,realEstate,general,Nigeria,Africa,mobile,Mobile,20,04/06/2024,,,,
3154,Owner,fitness,scheduling,United Kingdom,Europe,cpc-google,PC,20,04/06/2024,04/06/2024,05/06/2024,18/06/2024,348
3155,NA,gardening,scheduling,United Kingdom,Europe,cpc-google_pmax,PC,75,04/06/2024,,,,
3156,IT,construction,general,United States of America,NorthAmerica,cpc-google,Mobile,75,04/06/2024,,,,
3157,Medical Instrumentation Technician,healthcare,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,"3,000",04/06/2024,,,,
3158,FSQA Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,75,04/06/2024,05/06/2024,,18/06/2024,513.6
3159,Information systems analyst,other,general,Israel,Israel,organic,PC,150,04/06/2024,04/06/2024,,,
3160,Appointment setter,staffing,general,United States of America,NorthAmerica,cpc-google,Mobile,75,04/06/2024,,,,
3161,Manager,other,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,,,,
3162,Owner,other,general,United States of America,NorthAmerica,direct,Mobile,20,04/06/2024,14/06/2024,17/06/2024,18/06/2024,348
3163,Operations,other,chatAndUpdates,United States of America,NorthAmerica,organic,PC,20,04/06/2024,05/06/2024,,,
3164,Supervisor,other,chatAndUpdates,United States of America,NorthAmerica,organic,PC,20,04/06/2024,05/06/2024,,,
3165,CEO,healthcare,general,Switzerland,Europe,cpc-google,PC,75,04/06/2024,,,,
3166,IT,transportation,scheduling,Saudi Arabia,ArabStates,cpc-google,PC,20,04/06/2024,,,,
3167,Systems Engineer,construction,general,"Virgin Islands, British",NorthAmerica,mobile,Mobile,20,04/06/2024,04/06/2024,04/06/2024,10/07/2024,708
3168,Business Manager,healthcare,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,04/06/2024,,,
3169,Ensamble,staffing,"timeClock,schedule",United States of America,NorthAmerica,,Mobile,20,04/06/2024,,,,
3170,Cobrança,manufacturing,checklists,Brazil,SouthAmerica,cpc-google,PC,750,04/06/2024,,,,
3171,Senior Sales,security,general,Australia,APAC,mobile,Mobile,40,04/06/2024,04/06/2024,,,
3172,Studio Manager,fitness,general,Canada,NorthAmerica,organic,PC,150,04/06/2024,,,,
3173,Director,other,scheduling,United States of America,NorthAmerica,cpc-capterra.com,PC,150,04/06/2024,04/06/2024,,,
3174,Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3175,Administrator,construction,checklists,New Zealand,APAC,cpc-google,PC,20,04/06/2024,,,,
3176,HR Manager,realEstate,general,Philippines,APAC,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3177,Office Manager,healthcare,general,United States of America,NorthAmerica,cpc-google_brand,PC,40,04/06/2024,04/06/2024,,19/06/2024,"1,764"
3178,President,education,general,United States of America,NorthAmerica,cpc-google_pmax,PC,20,04/06/2024,05/06/2024,19/06/2024,28/06/2024,"1,764"
3179,Manager,foodBeverages,schedule,United Kingdom,Europe,mobile,Mobile,20,04/06/2024,,,,
3180,Operations Manager,transportation,scheduling,Ireland,Europe,cpc-google,PC,20,04/06/2024,,,,
3181,IT,npo,timeClock,Portugal,Europe,partnerships-partnerstack,PC,20,04/06/2024,04/06/2024,,,
3182,CAO,healthcare,general,United States of America,NorthAmerica,cpc-google_brand,PC,150,04/06/2024,04/06/2024,,19/06/2024,"3,902.40"
3183,Director Of Operations,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3184,Supervisor,cleaning,general,United States of America,NorthAmerica,mobile,Mobile,750,04/06/2024,,,,
3185,Office,construction,timeTracking,New Zealand,APAC,cpc-google,PC,40,04/06/2024,,,,
3186,Business Manager,healthcare,schedule,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,04/06/2024,,,
3187,CFO,retail,general,United States of America,NorthAmerica,direct,PC,350,04/06/2024,04/06/2024,05/06/2024,06/06/2024,"2,868"
3188,poop,retail,checklists,Canada,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3189,Manager,manufacturing,general,United Kingdom,Europe,mobile,Mobile,20,04/06/2024,,,,
3190,General Manager,hospitality,formsAndChecklists,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,18/06/2024,,18/06/2024,420
3191,Head of Technology,retail,"timeClock,schedule",Australia,APAC,cpc-google_pmax,PC,"3,000",04/06/2024,,,,
3192,Owner,hospitality,"timeClock,schedule",United States of America,NorthAmerica,organic,PC,150,04/06/2024,04/06/2024,10/06/2024,02/07/2024,"7,320"
3193,maya,manufacturing,timeClock,Israel,Israel,cpc-google_il,PC,20,04/06/2024,,,,
3194,Co-Owner,retail,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,04/06/2024,,,
3195,Owner,other,general,Australia,APAC,cpc-google_brand,PC,20,04/06/2024,,,,
3196,Temp,healthcare,general,Singapore,APAC,organic,PC,75,04/06/2024,,11/06/2024,,
3197,accountant,foodBeverages,scheduling,Estonia,Europe,cpc-google,PC,20,04/06/2024,,,,
3198,DON,healthcare,checklists,United States of America,NorthAmerica,cpc-google,PC,75,04/06/2024,,,,
3199,Pool Manager,staffing,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,,,,
3200,Project Manager,construction,"timeClock,schedule",Australia,APAC,cpc-Bingpaid,PC,20,04/06/2024,,,,
3201,Life Gaurd Coordinator,other,"timeClock,schedule",United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,10/06/2024,,10/06/2024,420
3202,Gerente de TI,other,checklists,Brazil,SouthAmerica,cpc-google,PC,75,04/06/2024,,,,
3203,Director,other,general,United Kingdom,Europe,cpc-pmp,PC,20,04/06/2024,,,,
3204,Properietor,construction,general,India,APAC,mobile,Mobile,20,04/06/2024,,,,
3205,Bileier,transportation,scheduling,Norway,Europe,cpc-pmp,PC,20,04/06/2024,,,,
3206,Manager,fitness,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3207,Admin,foodBeverages,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,75,04/06/2024,,,,
3208,Lieutenant,other,checklists,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,,,,
3209,Employee,foodBeverages,timeClock,Indonesia,APAC,mobile,Mobile,20,04/06/2024,,,,
3210, Administrator,construction,timeTracking,New Zealand,APAC,cpc-google_pmax,Mobile,20,04/06/2024,,,,
3211,CEO,foodBeverages,checklists,Czechia,Europe,cpc-google,PC,20,04/06/2024,,,,
3212,Manager,other,schedule,United States of America,NorthAmerica,organic,PC,20,04/06/2024,,,,
3213,c,retail,scheduling,Lithuania,Europe,cpc-google,PC,75,04/06/2024,,,,
3214,Communications Director,education,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,350,04/06/2024,04/06/2024,,,
3215,Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,40,04/06/2024,,,,
3216,Admin,construction,general,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3217,Site administrator,construction,general,South Africa,Africa,cpc-google,Mobile,20,04/06/2024,,,,
3218,VP of IT,manufacturing,timeOff,United States of America,NorthAmerica,cpc-Bingpaid,PC,"3,000",04/06/2024,,,,
3219,CEO,events,scheduling,Saudi Arabia,ArabStates,cpc-google,PC,"3,000",04/06/2024,,,,
3220,Owner,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,05/06/2024,,
3221,GM,other,timeTracking,United States of America,NorthAmerica,cpc-google,PC,150,04/06/2024,,,,
3222,School Administrator,education,general,Philippines,APAC,mobile,Mobile,40,04/06/2024,,,,
3223,District Manager - Production Division,other,general,United States of America,NorthAmerica,cpc-pmp,Mobile,150,04/06/2024,,,,
3224,General manager,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,,,,
3225,Director of Patient Care Services,healthcare,formsAndChecklists,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3226,Recrrational Leader,education,general,United States of America,NorthAmerica,mobile,Mobile,150,04/06/2024,,,,
3227,Mangement,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3228,owner,entertainment,taskManagement,Canada,NorthAmerica,direct,PC,20,04/06/2024,05/06/2024,07/06/2024,,
3229,MANAGER,healthcare,scheduling,India,APAC,cpc-pmp,PC,20,04/06/2024,,,,
3230,Director of Operations,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,"3,000",04/06/2024,,,,
3231,Director,hospitality,scheduling,United Kingdom,Europe,cpc-google,Mobile,20,04/06/2024,05/06/2024,,,
3232,Op,entertainment,schedule,Australia,APAC,mobile,Mobile,"3,000",04/06/2024,,,,
3233,Manager,other,scheduling,India,APAC,cpc-pmp,Mobile,40,04/06/2024,,,,
3234,Coordinator,manufacturing,timeTracking,Netherlands,Europe,cpc-google,PC,150,04/06/2024,,,,
3235,Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,40,04/06/2024,,,,
3236,Program Manager,security,general,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,04/06/2024,,04/06/2024,"1,428"
3237,Team member,hospitality,scheduling,United Kingdom,Europe,cpc-google,Mobile,20,04/06/2024,,,,
3238,CEO,healthcare,timeTracking,Nigeria,Africa,organic,PC,20,04/06/2024,,,,
3239,Owner,fitness,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,13/06/2024,23/06/2024,588
3240,Staff,foodBeverages,general,United Kingdom,Europe,mobile,Mobile,20,04/06/2024,,,,
3241,Events coordinator,foodBeverages,scheduling,United Kingdom,Europe,cpc-google,Mobile,20,04/06/2024,,,,
3242,Consultor,education,scheduling,Peru,SouthAmerica,cpc-google,PC,750,04/06/2024,,,,
3243,Administration,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,04/06/2024,05/06/2024,,10/07/2024,624
3244,Sergeant,governmental,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3245,Admin,construction,general,Ireland,Europe,cpc-google_pmax,PC,20,04/06/2024,,,,
3246,Teacher Assistant,other,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3247,Admin,construction,timeClock,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,04/06/2024,,,
3248,911 Manager,other,general,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,,05/06/2024,,
3249,אבטחה,security,general,Israel,Israel,mobile,Mobile,20,04/06/2024,,,,
3250,Administrative Assistant,construction,directory,Canada,NorthAmerica,cpc-google,PC,75,04/06/2024,,,,
3251,Security,security,general,United States of America,NorthAmerica,mobile,Mobile,75,04/06/2024,,,,
3252,Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3253,Manager,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3254,President,security,checklists,Greece,Europe,cpc-google,PC,750,04/06/2024,,,,
3255,Senior Physiologist,healthcare,scheduling,United Kingdom,Europe,cpc-google,PC,20,04/06/2024,,,,
3256,Practice Manager,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3257,Co-Owner,retail,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,04/06/2024,,,
3258,Preformer,entertainment,general,United States of America,NorthAmerica,mobile,Mobile,40,04/06/2024,,,,
3259,Owner,other,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,04/06/2024,,,,
3260,Assistant,hospitality,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,04/06/2024,,,,
3261,Manager,events,general,Australia,APAC,cpc-google,PC,150,04/06/2024,,,,
3262,Maintenance technician,manufacturing,general,United Kingdom,Europe,mobile,Mobile,40,04/06/2024,,,,
3263,Sales,construction,communication,United States of America,NorthAmerica,,Mobile,750,04/06/2024,,,,
3264,Admin,staffing,scheduling,Australia,APAC,cpc-google,Mobile,20,04/06/2024,05/06/2024,,,
3265,assistant,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3266,LT,governmental,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,04/06/2024,04/06/2024,,,
3267,Operations,healthcare,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,75,04/06/2024,05/06/2024,,,
3268,Director,foodBeverages,scheduling,Australia,APAC,cpc-google,PC,20,04/06/2024,,05/06/2024,17/06/2024,708
3269,President,security,general,United States of America,NorthAmerica,organic,Mobile,40,04/06/2024,,05/06/2024,,
3270,Dueña,foodBeverages,general,Argentina,SouthAmerica,mobile,Mobile,20,04/06/2024,04/06/2024,,,
3271,Board Certified Behavior Analyst,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,,
3272,Security,security,timeTracking,South Africa,Africa,cpc-google,PC,150,04/06/2024,04/06/2024,,,
3273,Owner,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,04/06/2024,,20/06/2024,"1,128"
3274,HR MANAGER,education,general,Ghana,Africa,organic,PC,20,04/06/2024,,,,
3275,Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,04/06/2024,,,,
3276,CEO,events,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,04/06/2024,04/06/2024,,,
3277,CEO,foodBeverages,general,United States of America,NorthAmerica,cpc-google_brand,PC,150,04/06/2024,04/06/2024,,,
3278,Host,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,75,04/06/2024,,,,
3279,secretary,other,general,Malaysia,APAC,organic,PC,750,04/06/2024,04/06/2024,,,
3280,electrican,construction,general,United States of America,NorthAmerica,mobile,Mobile,150,04/06/2024,,,,
3281,General Manager,hospitality,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3282,Assistant General Manager,entertainment,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,04/06/2024,04/06/2024,,,
3283,manager,foodBeverages,scheduling,Canada,NorthAmerica,cpc-google,PC,20,04/06/2024,,,,
3284,Assistant Head Start Director of Education,education,timeTracking,United States of America,NorthAmerica,cpc-google,PC,40,04/06/2024,04/06/2024,,,
3285,General Manager,retail,"timeClock,schedule",United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,04/06/2024,,16/07/2024,"1,188"
3286,Office Manager,other,timeClock,Australia,APAC,cpc-google_pmax,PC,20,04/06/2024,,,,
3287,Head Server,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,04/06/2024,,,,
3288,President/CEO,security,"timeClock,schedule",United States of America,NorthAmerica,mobile,Mobile,75,04/06/2024,,,,
3289,CEO,manufacturing,scheduling,United Arab Emirates,ArabStates,cpc-google,PC,20,04/06/2024,,,,
3290,Présidente,healthcare,general,France,Europe,organic,PC,75,04/06/2024,,,,
3291,Admissions Supervisor,healthcare,scheduling,United States of America,NorthAmerica,cpc-TikTok,Mobile,40,04/06/2024,,,,
3292,Owner,beautySpa,formsAndChecklists,United States of America,NorthAmerica,organic,Mobile,20,04/06/2024,,,,
3293,Manager,hospitality,formsAndChecklists,United States of America,NorthAmerica,cpc-google_brand,PC,20,04/06/2024,,,,
3294,BOSS LADY,foodBeverages,scheduling,Australia,APAC,cpc-google_pmax,PC,20,03/06/2024,,,,
3295,Director,other,formsAndChecklists,United Kingdom,Europe,direct,PC,20,03/06/2024,,,,
3296,Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,40,03/06/2024,05/06/2024,,,
3297,Director of Programs,cleaning,general,United States of America,NorthAmerica,direct,PC,20,03/06/2024,03/06/2024,,17/06/2024,"1,260"
3298,front corner,foodBeverages,general,United States of America,NorthAmerica,organic,Mobile,20,03/06/2024,,,,
3299,Assistant Manager,foodBeverages,checklists,Canada,NorthAmerica,cpc-google,PC,20,03/06/2024,,,,
3300,Test,foodBeverages,scheduling,United Kingdom,Europe,cpc-pmp,PC,20,03/06/2024,,,,
3301,Owner,foodBeverages,scheduling,United Kingdom,Europe,cpc-google,PC,20,03/06/2024,,,,
3302,Admin,hospitality,scheduling,Ireland,Europe,cpc-google,Mobile,75,03/06/2024,,,,
